operationId,operationDate,operationType,note,totalAmtAccepted,propositions
RP 120522 1,2022-12-05,Reverse Repo,,2093647000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 88400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2005246000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120222 1,2022-12-02,Reverse Repo,,2049763000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 94325000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1955438000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120122 1,2022-12-01,Reverse Repo,,2050286000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 93600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1956685000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]"
RP 113022 1,2022-11-30,Reverse Repo,,2115913000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 111525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2003488000000}, {'counterpartyType': 'pd', 'amtAccepted': 900000000}]"
RP 112922 1,2022-11-29,Reverse Repo,,2064377000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 96500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1967877000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112822 1,2022-11-28,Reverse Repo,,2054914000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 94475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1960439000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112522 1,2022-11-25,Reverse Repo,,2031066000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 86600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1944466000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112322 1,2022-11-23,Reverse Repo,,2069174000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 85550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1982624000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000000}]"
RP 112222 1,2022-11-22,Reverse Repo,,2103932000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 118775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1984157000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000000}]"
RP 112122 1,2022-11-21,Reverse Repo,,2125426000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 122825000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2001350000000}, {'counterpartyType': 'pd', 'amtAccepted': 1251000000}]"
RP 111822 1,2022-11-18,Reverse Repo,,2113413000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 119375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1991538000000}, {'counterpartyType': 'pd', 'amtAccepted': 2500000000}]"
RP 111722 1,2022-11-17,Reverse Repo,,2114345000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 101074000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2010371000000}, {'counterpartyType': 'pd', 'amtAccepted': 2900000000}]"
RP 111722 99,2022-11-17,Reverse Repo,"This operation is a Small Value Exercise (SVE), the daily ON RRP operation will still take place at its regularly scheduled time (12:45pm)",94000000,"[{'counterpartyType': 'bank', 'amtAccepted': 8000000}, {'counterpartyType': 'gse', 'amtAccepted': 12000000}, {'counterpartyType': 'mmf', 'amtAccepted': 51000000}, {'counterpartyType': 'pd', 'amtAccepted': 23000000}]"
RP 111622 1,2022-11-16,Reverse Repo,,2099070000000,"[{'counterpartyType': 'bank', 'amtAccepted': 10000000}, {'counterpartyType': 'gse', 'amtAccepted': 88501000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2008559000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 111522 1,2022-11-15,Reverse Repo,,2086574000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 81503000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2002971000000}, {'counterpartyType': 'pd', 'amtAccepted': 2100000000}]"
RP 111422 1,2022-11-14,Reverse Repo,,2165018000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 101902000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2060766000000}, {'counterpartyType': 'pd', 'amtAccepted': 2350000000}]"
RP 111022 1,2022-11-10,Reverse Repo,,2200586000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 102000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2096236000000}, {'counterpartyType': 'pd', 'amtAccepted': 2350000000}]"
RP 110922 1,2022-11-09,Reverse Repo,,2237812000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 108450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2121861000000}, {'counterpartyType': 'pd', 'amtAccepted': 7501000000}]"
RP 110822 1,2022-11-08,Reverse Repo,,2232555000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 112650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2109105000000}, {'counterpartyType': 'pd', 'amtAccepted': 10800000000}]"
RP 110722 1,2022-11-07,Reverse Repo,,2241317000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 113300000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2109617000000}, {'counterpartyType': 'pd', 'amtAccepted': 18400000000}]"
RP 110422 1,2022-11-04,Reverse Repo,,2230840000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 114150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2099640000000}, {'counterpartyType': 'pd', 'amtAccepted': 17050000000}]"
RP 110322 1,2022-11-03,Reverse Repo,,2219791000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 104600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2110391000000}, {'counterpartyType': 'pd', 'amtAccepted': 4800000000}]"
RP 110222 1,2022-11-02,Reverse Repo,,2229861000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 112250000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2107911000000}, {'counterpartyType': 'pd', 'amtAccepted': 9700000000}]"
RP 110122 1,2022-11-01,Reverse Repo,,2200510000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 93450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2103060000000}, {'counterpartyType': 'pd', 'amtAccepted': 4000000000}]"
RP 103122 1,2022-10-31,Reverse Repo,,2275459000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 122955000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2144953000000}, {'counterpartyType': 'pd', 'amtAccepted': 7550000000}]"
RP 102822 1,2022-10-28,Reverse Repo,,2183290000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 102450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2079290000000}, {'counterpartyType': 'pd', 'amtAccepted': 1550000000}]"
RP 102722 1,2022-10-27,Reverse Repo,,2152485000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 104900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2045835000000}, {'counterpartyType': 'pd', 'amtAccepted': 1750000000}]"
RP 102622 1,2022-10-26,Reverse Repo,,2186856000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 111800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2064006000000}, {'counterpartyType': 'pd', 'amtAccepted': 11050000000}]"
RP 102522 1,2022-10-25,Reverse Repo,,2195616000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 115850000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2071765000000}, {'counterpartyType': 'pd', 'amtAccepted': 8000000000}]"
RP 102422 1,2022-10-24,Reverse Repo,,2242044000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 123400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2088194000000}, {'counterpartyType': 'pd', 'amtAccepted': 30450000000}]"
RP 102122 1,2022-10-21,Reverse Repo,,2265809000000,"[{'counterpartyType': 'bank', 'amtAccepted': 10000000}, {'counterpartyType': 'gse', 'amtAccepted': 162900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2076199000000}, {'counterpartyType': 'pd', 'amtAccepted': 26700000000}]"
RP 102022 1,2022-10-20,Reverse Repo,,2234071000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 153575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2069195000000}, {'counterpartyType': 'pd', 'amtAccepted': 11300000000}]"
RP 101922 1,2022-10-19,Reverse Repo,,2241835000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 150375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2077660000000}, {'counterpartyType': 'pd', 'amtAccepted': 13800000000}]"
RP 101822 1,2022-10-18,Reverse Repo,,2226725000000,"[{'counterpartyType': 'bank', 'amtAccepted': 11000000}, {'counterpartyType': 'gse', 'amtAccepted': 137675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2083639000000}, {'counterpartyType': 'pd', 'amtAccepted': 5400000000}]"
RP 101722 1,2022-10-17,Reverse Repo,,2172301000000,"[{'counterpartyType': 'bank', 'amtAccepted': 100000000}, {'counterpartyType': 'gse', 'amtAccepted': 130750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2028451000000}, {'counterpartyType': 'pd', 'amtAccepted': 13000000000}]"
RP 101422 1,2022-10-14,Reverse Repo,,2222052000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 133950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2080102000000}, {'counterpartyType': 'pd', 'amtAccepted': 8000000000}]"
RP 101322 1,2022-10-13,Reverse Repo,,2244100000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 139450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2094150000000}, {'counterpartyType': 'pd', 'amtAccepted': 10500000000}]"
RP 101222 1,2022-10-12,Reverse Repo,,2247206000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 118350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2118606000000}, {'counterpartyType': 'pd', 'amtAccepted': 10250000000}]"
RP 101122 1,2022-10-11,Reverse Repo,,2222479000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 120200000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2093779000000}, {'counterpartyType': 'pd', 'amtAccepted': 8500000000}]"
RP 100722 1,2022-10-07,Reverse Repo,,2226950000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 124250000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2099200000000}, {'counterpartyType': 'pd', 'amtAccepted': 3500000000}]"
RP 100622 1,2022-10-06,Reverse Repo,,2232801000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 126950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2101951000000}, {'counterpartyType': 'pd', 'amtAccepted': 3900000000}]"
RP 100522 1,2022-10-05,Reverse Repo,,2230799000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 117850000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2106949000000}, {'counterpartyType': 'pd', 'amtAccepted': 6000000000}]"
RP 100422 1,2022-10-04,Reverse Repo,,2233616000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 110875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2115241000000}, {'counterpartyType': 'pd', 'amtAccepted': 7500000000}]"
RP 100322 1,2022-10-03,Reverse Repo,,2252523000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 123875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2122347000000}, {'counterpartyType': 'pd', 'amtAccepted': 6300000000}]"
RP 093022 1,2022-09-30,Reverse Repo,,2425910000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 177725000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2220585000000}, {'counterpartyType': 'pd', 'amtAccepted': 27600000000}]"
RP 092922 1,2022-09-29,Reverse Repo,,2371763000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 139925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2191588000000}, {'counterpartyType': 'pd', 'amtAccepted': 40250000000}]"
RP 092822 1,2022-09-28,Reverse Repo,,2366798000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 136025000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2167773000000}, {'counterpartyType': 'pd', 'amtAccepted': 63000000000}]"
RP 092722 1,2022-09-27,Reverse Repo,,2327111000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 131575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2150536000000}, {'counterpartyType': 'pd', 'amtAccepted': 45000000000}]"
RP 092622 1,2022-09-26,Reverse Repo,,2299011000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 133510000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2120251000000}, {'counterpartyType': 'pd', 'amtAccepted': 45250000000}]"
RP 092322 1,2022-09-23,Reverse Repo,,2319361000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 139950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2112511000000}, {'counterpartyType': 'pd', 'amtAccepted': 66900000000}]"
RP 092222 1,2022-09-22,Reverse Repo,,2359227000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 172275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2122301000000}, {'counterpartyType': 'pd', 'amtAccepted': 64650000000}]"
RP 092122 1,2022-09-21,Reverse Repo,,2315900000000,"[{'counterpartyType': 'bank', 'amtAccepted': 50000000}, {'counterpartyType': 'gse', 'amtAccepted': 156125000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2094575000000}, {'counterpartyType': 'pd', 'amtAccepted': 65150000000}]"
RP 092022 1,2022-09-20,Reverse Repo,,2238870000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 144050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2054619000000}, {'counterpartyType': 'pd', 'amtAccepted': 40200000000}]"
RP 091922 1,2022-09-19,Reverse Repo,,2217542000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 145230000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2037462000000}, {'counterpartyType': 'pd', 'amtAccepted': 34850000000}]"
RP 091622 1,2022-09-16,Reverse Repo,,2186833000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 127430000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2031603000000}, {'counterpartyType': 'pd', 'amtAccepted': 27800000000}]"
RP 091522 1,2022-09-15,Reverse Repo,,2176188000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 130480000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2038458000000}, {'counterpartyType': 'pd', 'amtAccepted': 7250000000}]"
RP 091422 1,2022-09-14,Reverse Repo,,2225579000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 139980000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2060399000000}, {'counterpartyType': 'pd', 'amtAccepted': 25200000000}]"
RP 091322 1,2022-09-13,Reverse Repo,,2202719000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 122100000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2075018000000}, {'counterpartyType': 'pd', 'amtAccepted': 5600000000}]"
RP 091222 1,2022-09-12,Reverse Repo,,2218546000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 131200000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2074045000000}, {'counterpartyType': 'pd', 'amtAccepted': 13300000000}]"
RP 090922 1,2022-09-09,Reverse Repo,,2209714000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 133750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2059464000000}, {'counterpartyType': 'pd', 'amtAccepted': 16500000000}]"
RP 090822 1,2022-09-08,Reverse Repo,,2210466000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 140500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2052565000000}, {'counterpartyType': 'pd', 'amtAccepted': 17400000000}]"
RP 090722 1,2022-09-07,Reverse Repo,,2206987000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 150050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2017636000000}, {'counterpartyType': 'pd', 'amtAccepted': 39301000000}]"
RP 090622 1,2022-09-06,Reverse Repo,,2188796000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 154650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2014146000000}, {'counterpartyType': 'pd', 'amtAccepted': 20000000000}]"
RP 090222 1,2022-09-02,Reverse Repo,,2173413000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 143750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2003413000000}, {'counterpartyType': 'pd', 'amtAccepted': 26250000000}]"
RP 090122 1,2022-09-01,Reverse Repo,,2173156000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 141050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2012506000000}, {'counterpartyType': 'pd', 'amtAccepted': 19600000000}]"
RP 083122 1,2022-08-31,Reverse Repo,,2251025000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 158450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2069425000000}, {'counterpartyType': 'pd', 'amtAccepted': 23150000000}]"
RP 083022 1,2022-08-30,Reverse Repo,,2188975000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 129600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2035375000000}, {'counterpartyType': 'pd', 'amtAccepted': 24000000000}]"
RP 082922 1,2022-08-29,Reverse Repo,,2205188000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 130900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2045388000000}, {'counterpartyType': 'pd', 'amtAccepted': 28900000000}]"
RP 082622 1,2022-08-26,Reverse Repo,,2182452000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 134050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2032102000000}, {'counterpartyType': 'pd', 'amtAccepted': 16300000000}]"
RP 082522 1,2022-08-25,Reverse Repo,,2187907000000,"[{'counterpartyType': 'bank', 'amtAccepted': 51000000}, {'counterpartyType': 'gse', 'amtAccepted': 123000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2042106000000}, {'counterpartyType': 'pd', 'amtAccepted': 22750000000}]"
RP 082422 1,2022-08-24,Reverse Repo,,2237072000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 138100000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2048921000000}, {'counterpartyType': 'pd', 'amtAccepted': 50050000000}]"
RP 082322 1,2022-08-23,Reverse Repo,,2250718000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 165500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2038793000000}, {'counterpartyType': 'pd', 'amtAccepted': 46425000000}]"
RP 082222 1,2022-08-22,Reverse Repo,,2235665000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 170000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2024864000000}, {'counterpartyType': 'pd', 'amtAccepted': 40800000000}]"
