operationId,operationDate,operationType,note,totalAmtAccepted,propositions
RP 021220 2,2020-02-12,Reverse Repo,,309000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 309000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021120 3,2020-02-11,Reverse Repo,,228000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 228000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 021020 2,2020-02-10,Reverse Repo,,830000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5000000}, {'counterpartyType': 'mmf', 'amtAccepted': 825000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020720 2,2020-02-07,Reverse Repo,,1100000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1100000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020620 4,2020-02-06,Reverse Repo,,403000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 403000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020520 2,2020-02-05,Reverse Repo,,4112000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 512000000}, {'counterpartyType': 'pd', 'amtAccepted': 3600000000}]"
RP 020420 3,2020-02-04,Reverse Repo,,2112000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 112000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 020320 2,2020-02-03,Reverse Repo,,6160000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 6150000000}, {'counterpartyType': 'pd', 'amtAccepted': 10000000}]"
RP 013120 2,2020-01-31,Reverse Repo,,4500000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 4500000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 013020 3,2020-01-30,Reverse Repo,,4140000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 4140000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012920 2,2020-01-29,Reverse Repo,,300000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 300000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012820 3,2020-01-28,Reverse Repo,,2000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012720 2,2020-01-27,Reverse Repo,,2000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012420 2,2020-01-24,Reverse Repo,,0,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012320 3,2020-01-23,Reverse Repo,,12904000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 11901000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1003000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012220 2,2020-01-22,Reverse Repo,,15604000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 15600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 4000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012120 3,2020-01-21,Reverse Repo,,13381000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 13351000000}, {'counterpartyType': 'mmf', 'amtAccepted': 30000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011720 2,2020-01-17,Reverse Repo,,16150000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 16150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011620 3,2020-01-16,Reverse Repo,,300000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 300000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011520 2,2020-01-15,Reverse Repo,,675000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 675000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011420 3,2020-01-14,Reverse Repo,,656000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 656000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011320 2,2020-01-13,Reverse Repo,,1000000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1000000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011020 2,2020-01-10,Reverse Repo,,627000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 626000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010920 3,2020-01-09,Reverse Repo,,401000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 401000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010820 2,2020-01-08,Reverse Repo,,876000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 875000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010720 3,2020-01-07,Reverse Repo,,1602000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1000000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010620 2,2020-01-06,Reverse Repo,,3825000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3825000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010320 2,2020-01-03,Reverse Repo,,4251000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 4250000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010220 3,2020-01-02,Reverse Repo,,3100000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3100000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 123119 2,2019-12-31,Reverse Repo,,64087000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 14200000000}, {'counterpartyType': 'mmf', 'amtAccepted': 47387000000}, {'counterpartyType': 'pd', 'amtAccepted': 2500000000}]"
RP 123019 4,2019-12-30,Reverse Repo,,6525000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 5775000000}, {'counterpartyType': 'pd', 'amtAccepted': 750000000}]"
RP 122719 2,2019-12-27,Reverse Repo,,825000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 825000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 122619 3,2019-12-26,Reverse Repo,,3192000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3192000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 122419 2,2019-12-24,Reverse Repo,,4423000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 4423000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 122319 3,2019-12-23,Reverse Repo,,7652000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 7650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 122019 2,2019-12-20,Reverse Repo,,13051000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 9050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 4000000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121919 3,2019-12-19,Reverse Repo,,8936000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8276000000}, {'counterpartyType': 'mmf', 'amtAccepted': 660000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121819 3,2019-12-18,Reverse Repo,,13362000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 10600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2762000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121719 3,2019-12-17,Reverse Repo,,826000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 825000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121619 3,2019-12-16,Reverse Repo,,1328000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1328000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121319 2,2019-12-13,Reverse Repo,,0,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121219 3,2019-12-12,Reverse Repo,,600000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 600000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121119 2,2019-12-11,Reverse Repo,,605000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5000000}, {'counterpartyType': 'mmf', 'amtAccepted': 600000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 121019 3,2019-12-10,Reverse Repo,,1000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120919 3,2019-12-09,Reverse Repo,,115000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 115000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120619 2,2019-12-06,Reverse Repo,,1000000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1000000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120519 3,2019-12-05,Reverse Repo,,1000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120419 2,2019-12-04,Reverse Repo,,0,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120319 3,2019-12-03,Reverse Repo,,151000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 150000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120219 3,2019-12-02,Reverse Repo,,15000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 15000000}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112919 2,2019-11-29,Reverse Repo,,750000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 250000000}, {'counterpartyType': 'mmf', 'amtAccepted': 500000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112719 3,2019-11-27,Reverse Repo,,506000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 506000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112619 3,2019-11-26,Reverse Repo,,2205000000,"[{'counterpartyType': 'bank', 'amtAccepted': 5000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 2200000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112519 3,2019-11-25,Reverse Repo,,0,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112219 2,2019-11-22,Reverse Repo,,375000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 375000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112119 3,2019-11-21,Reverse Repo,,25719000000,"[{'counterpartyType': 'bank', 'amtAccepted': 5000000}, {'counterpartyType': 'gse', 'amtAccepted': 25351000000}, {'counterpartyType': 'mmf', 'amtAccepted': 363000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 112019 2,2019-11-20,Reverse Repo,,26026000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 25601000000}, {'counterpartyType': 'mmf', 'amtAccepted': 425000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 111919 4,2019-11-19,Reverse Repo,,26726000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 26299000000}, {'counterpartyType': 'mmf', 'amtAccepted': 426000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 111919 3,2019-11-19,Reverse Repo,"See announcement from <a href=""https://www.newyorkfed.org/markets/opolicy/operating_policy_191104a.html""> November 4, 2019</a>.",71000000,"[{'counterpartyType': 'bank', 'amtAccepted': 3000000}, {'counterpartyType': 'gse', 'amtAccepted': 5000000}, {'counterpartyType': 'mmf', 'amtAccepted': 40000000}, {'counterpartyType': 'pd', 'amtAccepted': 23000000}]"
RP 111819 2,2019-11-18,Reverse Repo,,27055000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 27050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 3000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 111519 2,2019-11-15,Reverse Repo,,2000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 0}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]"
RP 111419 3,2019-11-14,Reverse Repo,,1867000000,"[{'counterpartyType': 'bank', 'amtAccepted': 11000000}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1855000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 111319 2,2019-11-13,Reverse Repo,,1762000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1762000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 111219 3,2019-11-12,Reverse Repo,,1301000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1300000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 110819 2,2019-11-08,Reverse Repo,,805000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 805000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 110719 3,2019-11-07,Reverse Repo,,1055000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1054000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 110619 2,2019-11-06,Reverse Repo,,1650000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1650000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 110519 4,2019-11-05,Reverse Repo,,1836000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1835000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 110419 2,2019-11-04,Reverse Repo,,3085000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3085000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 110119 3,2019-11-01,Reverse Repo,,2100000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 2100000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 103119 2,2019-10-31,Reverse Repo,,2851000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 2850000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 103019 3,2019-10-30,Reverse Repo,,196000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 196000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102919 3,2019-10-29,Reverse Repo,,81000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 80000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102819 2,2019-10-28,Reverse Repo,,36000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 35000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102519 2,2019-10-25,Reverse Repo,,5000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 5000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102419 3,2019-10-24,Reverse Repo,,425000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 425000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102319 2,2019-10-23,Reverse Repo,,18290000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 17560000000}, {'counterpartyType': 'mmf', 'amtAccepted': 730000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102219 3,2019-10-22,Reverse Repo,,20700000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 20500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 200000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 102119 2,2019-10-21,Reverse Repo,,18758000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 18600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 158000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 101819 2,2019-10-18,Reverse Repo,,20100000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 19900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 200000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 101719 3,2019-10-17,Reverse Repo,,1001000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1000000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 101619 2,2019-10-16,Reverse Repo,,1803000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1803000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 101519 3,2019-10-15,Reverse Repo,,1726000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1725000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 101119 3,2019-10-11,Reverse Repo,,2950000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 2950000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 101019 3,2019-10-10,Reverse Repo,,1100000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1100000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100919 2,2019-10-09,Reverse Repo,,1469000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 1467000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100819 3,2019-10-08,Reverse Repo,,3976000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3975000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100719 2,2019-10-07,Reverse Repo,,5650000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 5650000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100419 2,2019-10-04,Reverse Repo,,5325000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 5325000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100319 2,2019-10-03,Reverse Repo,,3297000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3297000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100219 2,2019-10-02,Reverse Repo,,3054000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 3054000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 100119 2,2019-10-01,Reverse Repo,,2706000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 2705000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 093019 2,2019-09-30,Reverse Repo,,7057000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 0}, {'counterpartyType': 'mmf', 'amtAccepted': 7057000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 092719 3,2019-09-27,Reverse Repo,,5330000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 10000000}, {'counterpartyType': 'mmf', 'amtAccepted': 5320000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 092619 3,2019-09-26,Reverse Repo,,5180000000,"[{'counterpartyType': 'bank', 'amtAccepted': 3000000}, {'counterpartyType': 'gse', 'amtAccepted': 2000000}, {'counterpartyType': 'mmf', 'amtAccepted': 5175000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
